"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 03:00","2021","01","13","03:00","-4.6","","-7.3","","81","","0.0","","5","","4","","","","91.60","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 04:00","2021","01","13","04:00","-3.2","","-6.4","","78","","0.0","","6","","8","","","","91.36","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 05:00","2021","01","13","05:00","-1.3","","-5.7","","72","","0.0","","6","","18","","","","91.07","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 06:00","2021","01","13","06:00","-0.8","","-5.1","","72","","0.0","","5","","13","","","","90.92","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 07:00","2021","01","13","07:00","-1.6","","-5.0","","78","","0.0","","3","","22","","","","90.77","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 08:00","2021","01","13","08:00","-2.1","","-5.1","","80","","0.0","","6","","19","","","","90.66","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 09:00","2021","01","13","09:00","-2.2","","-4.6","","83","","0.0","","34","","13","","","","90.86","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 10:00","2021","01","13","10:00","-1.3","","-2.3","","93","","0.0","","34","","31","","","","91.20","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 11:00","2021","01","13","11:00","-1.0","","-2.3","","90","","0.2","","33","","35","","","","91.56","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 12:00","2021","01","13","12:00","-0.7","","-1.5","","94","","0.4","","31","","28","","","","91.80","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 13:00","2021","01","13","13:00","-0.7","","-1.7","","93","","0.2","","31","","31","","","","92.09","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 14:00","2021","01","13","14:00","0.3","","-3.9","","74","","0.0","","30","","29","","","","92.26","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 15:00","2021","01","13","15:00","0.0","","-5.3","","68","","0.0","","31","","28","","","","92.50","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 16:00","2021","01","13","16:00","-0.1","","-6.5","","62","","0.0","","31","","30","","","","92.75","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 17:00","2021","01","13","17:00","0.1","","-8.0","","55","","0.0","","31","","30","","","","92.98","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 18:00","2021","01","13","18:00","-0.5","","-7.6","","59","","0.0","","30","","17","","","","93.16","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 19:00","2021","01","13","19:00","-1.5","","-7.8","","62","","0.0","","28","","13","","","","93.23","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 20:00","2021","01","13","20:00","0.8","","-8.9","","48","","0.0","","29","","24","","","","93.28","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 21:00","2021","01","13","21:00","0.3","","-9.6","","47","","0.0","","29","","25","","","","93.42","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 22:00","2021","01","13","22:00","0.4","","-9.8","","46","","0.0","","30","","24","","","","93.53","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-13 23:00","2021","01","13","23:00","-0.1","","-9.6","","49","","0.0","","29","","25","","","","93.61","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 00:00","2021","01","14","00:00","-0.1","","-9.7","","48","","0.0","","30","","24","","","","93.74","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 01:00","2021","01","14","01:00","-0.2","","-9.9","","48","","0.0","","30","","23","","","","93.80","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 02:00","2021","01","14","02:00","-0.2","","-9.8","","48","","0.0","","30","","25","","","","93.91","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 03:00","2021","01","14","03:00","-0.3","","-9.9","","49","","0.0","","30","","26","","","","94.00","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 04:00","2021","01","14","04:00","-0.4","","-9.5","","50","","0.0","","30","","29","","","","94.08","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 05:00","2021","01","14","05:00","-0.8","","-9.4","","52","","0.0","","30","","27","","","","94.15","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 06:00","2021","01","14","06:00","-1.2","","-9.3","","54","","0.0","","30","","26","","","","94.24","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 07:00","2021","01","14","07:00","-1.2","","-9.3","","54","","0.0","","30","","23","","","","94.37","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 08:00","2021","01","14","08:00","-1.6","","-9.3","","56","","0.0","","30","","20","","","","94.44","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 09:00","2021","01","14","09:00","-1.8","","-9.4","","56","","0.0","","29","","19","","","","94.54","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 10:00","2021","01","14","10:00","-1.6","","-9.4","","55","","0.0","","29","","18","","","","94.62","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 11:00","2021","01","14","11:00","-1.1","","-9.4","","54","","0.0","","30","","19","","","","94.66","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 12:00","2021","01","14","12:00","-0.9","","-9.1","","53","","0.0","","30","","18","","","","94.69","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 13:00","2021","01","14","13:00","-0.5","","-9.1","","52","","0.0","","31","","20","","","","94.72","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 14:00","2021","01","14","14:00","0.0","","-9.3","","49","","0.0","","31","","19","","","","94.78","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 15:00","2021","01","14","15:00","0.3","","-9.3","","49","","0.0","","30","","14","","","","94.80","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 16:00","2021","01","14","16:00","-0.3","","-9.2","","51","","0.0","","27","","10","","","","94.86","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 17:00","2021","01","14","17:00","-2.0","","-9.8","","55","","0.0","","28","","8","","","","94.88","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 18:00","2021","01","14","18:00","-5.0","","-9.9","","69","","0.0","","22","","6","","","","94.83","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 19:00","2021","01","14","19:00","-2.9","","-9.9","","59","","0.0","","22","","12","","","","94.82","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 20:00","2021","01","14","20:00","-4.7","","-11.3","","60","","0.0","","20","","8","","","","94.72","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 21:00","2021","01","14","21:00","-6.3","","-10.8","","70","","0.0","","18","","4","","","","94.61","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 22:00","2021","01","14","22:00","-7.0","","-10.8","","74","","0.0","","18","","7","","","","94.55","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-14 23:00","2021","01","14","23:00","-6.5","","-11.7","","66","","0.0","","17","","11","","","","94.48","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 00:00","2021","01","15","00:00","-5.0","","-12.0","","58","","0.0","","17","","19","","","","94.25","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 01:00","2021","01","15","01:00","-5.0","","-12.3","","57","","0.0","","19","","15","","","","94.17","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 02:00","2021","01","15","02:00","-3.9","","-12.1","","53","","0.0","","17","","19","","","","94.03","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 03:00","2021","01","15","03:00","-4.0","","-12.5","","52","","0.0","","17","","22","","","","93.92","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 04:00","2021","01","15","04:00","-3.7","","-13.2","","48","","0.0","","16","","21","","","","93.72","","","","-10","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 05:00","2021","01","15","05:00","-3.6","","-12.7","","49","","0.0","","17","","18","","","","93.61","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 06:00","2021","01","15","06:00","-4.4","","-12.1","","55","","0.0","","18","","27","","","","93.46","","","","-12","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 07:00","2021","01","15","07:00","-4.3","","-11.6","","56","","0.0","","18","","21","","","","93.39","","","","-11","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 08:00","2021","01","15","08:00","-4.2","","-11.1","","58","","0.0","","21","","13","","","","93.50","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 09:00","2021","01","15","09:00","-4.3","","-10.5","","62","","0.0","","23","","9","","","","93.56","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 10:00","2021","01","15","10:00","-4.0","","-10.1","","62","","0.0","","23","","7","","","","93.57","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 11:00","2021","01","15","11:00","-3.0","","-9.3","","62","","0.0","","22","","7","","","","93.62","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 12:00","2021","01","15","12:00","-1.4","","-9.2","","55","","0.0","","19","","6","","","","93.58","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 13:00","2021","01","15","13:00","0.5","","-8.1","","53","","0.0","","22","","11","","","","93.51","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 14:00","2021","01","15","14:00","1.2","","-7.3","","53","","0.0","","21","","10","","","","93.46","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 15:00","2021","01","15","15:00","3.1","","-5.8","","52","","0.0","","21","","11","","","","93.44","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 16:00","2021","01","15","16:00","2.6","","-5.8","","54","","0.0","","22","","9","","","","93.43","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 17:00","2021","01","15","17:00","3.4","","-6.2","","49","","0.0","","26","","11","","","","93.43","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 18:00","2021","01","15","18:00","3.3","","-6.8","","48","","0.0","","26","","13","","","","93.44","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 19:00","2021","01","15","19:00","4.2","","-7.5","","42","","0.0","","27","","18","","","","93.47","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 20:00","2021","01","15","20:00","3.3","","-7.9","","44","","0.0","","27","","16","","","","93.51","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 21:00","2021","01","15","21:00","2.7","","-8.1","","45","","0.0","","26","","17","","","","93.52","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 22:00","2021","01","15","22:00","2.2","","-7.9","","47","","0.0","","26","","19","","","","93.52","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-15 23:00","2021","01","15","23:00","2.1","","-7.9","","47","","0.0","","26","","17","","","","93.54","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 00:00","2021","01","16","00:00","1.7","","-7.9","","49","","0.0","","26","","14","","","","93.56","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 01:00","2021","01","16","01:00","2.1","","-7.6","","48","","0.0","","27","","21","","","","93.56","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 02:00","2021","01","16","02:00","2.2","","-7.3","","49","","0.0","","27","","17","","","","93.57","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 03:00","2021","01","16","03:00","2.7","","-7.2","","48","","0.0","","28","","22","","","","93.64","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 04:00","2021","01","16","04:00","2.0","","-7.2","","51","","0.0","","28","","20","","","","93.69","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 05:00","2021","01","16","05:00","1.9","","-7.3","","50","","0.0","","29","","20","","","","93.72","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 06:00","2021","01","16","06:00","0.8","","-7.2","","55","","0.0","","28","","17","","","","93.76","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 07:00","2021","01","16","07:00","1.6","","-7.1","","53","","0.0","","29","","20","","","","93.76","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 08:00","2021","01","16","08:00","1.7","","-6.7","","54","","0.0","","29","","20","","","","93.84","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 09:00","2021","01","16","09:00","1.7","","-6.6","","54","","0.0","","28","","21","","","","93.89","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 10:00","2021","01","16","10:00","2.2","","-6.7","","52","","0.0","","29","","19","","","","93.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 11:00","2021","01","16","11:00","3.0","","-6.6","","49","","0.0","","29","","19","","","","93.92","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 12:00","2021","01","16","12:00","3.4","","-6.3","","49","","0.0","","29","","23","","","","93.89","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 13:00","2021","01","16","13:00","3.9","","-6.0","","49","","0.0","","31","","20","","","","93.88","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 14:00","2021","01","16","14:00","4.1","","-5.6","","49","","0.0","","31","","14","","","","93.88","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 15:00","2021","01","16","15:00","3.9","","-6.0","","49","","0.0","","30","","16","","","","93.92","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 16:00","2021","01","16","16:00","2.3","","-6.1","","54","","0.0","","27","","12","","","","93.89","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 17:00","2021","01","16","17:00","1.7","","-6.4","","55","","0.0","","28","","13","","","","93.89","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 18:00","2021","01","16","18:00","1.3","","-6.3","","57","","0.0","","27","","16","","","","93.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 19:00","2021","01","16","19:00","0.8","","-6.3","","59","","0.0","","28","","13","","","","93.85","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 20:00","2021","01","16","20:00","-0.8","","-6.3","","66","","0.0","","27","","10","","","","93.82","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 21:00","2021","01","16","21:00","-1.3","","-5.9","","71","","0.0","","25","","6","","","","93.77","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 22:00","2021","01","16","22:00","-2.6","","-6.1","","77","","0.0","","19","","2","","","","93.70","","","","-3","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-16 23:00","2021","01","16","23:00","-2.1","","-6.1","","74","","0.0","","22","","6","","","","93.65","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 00:00","2021","01","17","00:00","-3.0","","-6.3","","77","","0.0","","22","","4","","","","93.57","","","","-5","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 01:00","2021","01","17","01:00","-1.9","","-6.2","","72","","0.0","","23","","4","","","","93.52","","","","-3","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 02:00","2021","01","17","02:00","-1.8","","-6.4","","71","","0.0","","20","","5","","","","93.47","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 03:00","2021","01","17","03:00","-1.3","","-7.0","","65","","0.0","","22","","6","","","","93.41","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 04:00","2021","01","17","04:00","-2.1","","-7.1","","68","","0.0","","19","","5","","","","93.34","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 05:00","2021","01","17","05:00","-2.0","","-7.3","","67","","0.0","","24","","6","","","","93.27","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 06:00","2021","01","17","06:00","-3.1","","-7.3","","73","","0.0","","20","","8","","","","93.18","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 07:00","2021","01","17","07:00","-2.1","","-7.2","","68","","0.0","","22","","6","","","","93.11","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 08:00","2021","01","17","08:00","-2.0","","-6.4","","72","","0.0","","23","","4","","","","93.08","","","","-3","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 09:00","2021","01","17","09:00","-2.1","","-4.5","","83","","0.0","","18","","5","","","","93.07","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 10:00","2021","01","17","10:00","-0.7","","-3.1","","84","","0.0","","23","","5","","","","93.05","","","","-2","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 11:00","2021","01","17","11:00","1.1","","-2.9","","75","","0.0","","26","","13","","","","93.03","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 12:00","2021","01","17","12:00","2.2","","-2.4","","72","","0.0","","27","","10","","","","93.03","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 13:00","2021","01","17","13:00","3.7","","-2.3","","65","","0.0","","29","","17","","","","93.04","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 14:00","2021","01","17","14:00","3.7","","-1.7","","68","","0.0","","30","","19","","","","93.08","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 15:00","2021","01","17","15:00","3.0","","-0.6","","77","","0.0","","29","","22","","","","93.12","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 16:00","2021","01","17","16:00","2.7","","-0.3","","80","","0.0","","30","","19","","","","93.18","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 17:00","2021","01","17","17:00","1.9","","0.0","","87","","0.0","","30","","21","","","","93.29","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 18:00","2021","01","17","18:00","1.2","","-0.5","","89","","0.2","","32","","20","","","","93.42","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 19:00","2021","01","17","19:00","1.3","","-1.1","","83","","0.0","","32","","17","","","","93.54","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 20:00","2021","01","17","20:00","1.4","","-1.7","","80","","0.0","","33","","20","","","","93.64","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 21:00","2021","01","17","21:00","1.2","","-2.1","","79","","0.0","","33","","15","","","","93.72","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 22:00","2021","01","17","22:00","1.2","","-2.1","","79","","0.0","","33","","12","","","","93.78","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-17 23:00","2021","01","17","23:00","0.5","","-0.9","","91","","0.0","","30","","7","","","","93.85","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 00:00","2021","01","18","00:00","0.5","","-0.3","","95","","0.5","","28","","9","","","","93.89","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 01:00","2021","01","18","01:00","0.7","","-0.1","","94","","0.0","","28","","8","","","","93.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 02:00","2021","01","18","02:00","1.5","","-0.7","","85","","0.0","","29","","12","","","","93.90","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 03:00","2021","01","18","03:00","1.9","","-1.5","","78","","0.0","","29","","13","","","","93.91","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 04:00","2021","01","18","04:00","2.6","","-2.3","","70","","0.0","","30","","17","","","","93.92","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 05:00","2021","01","18","05:00","2.1","","-3.2","","68","","0.0","","30","","21","","","","93.97","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 06:00","2021","01","18","06:00","1.4","","-3.6","","69","","0.0","","31","","22","","","","94.01","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 07:00","2021","01","18","07:00","1.7","","-3.4","","69","","0.0","","29","","20","","","","94.05","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 08:00","2021","01","18","08:00","1.7","","-3.8","","67","","0.0","","30","","23","","","","94.07","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 09:00","2021","01","18","09:00","1.7","","-4.0","","66","","0.0","","30","","24","","","","94.12","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 10:00","2021","01","18","10:00","1.9","","-4.1","","65","","0.0","","30","","22","","","","94.24","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 11:00","2021","01","18","11:00","2.6","","-4.2","","61","","0.0","","30","","26","","","","94.31","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 12:00","2021","01","18","12:00","2.9","","-4.4","","58","","0.0","","30","","26","","","","94.39","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 13:00","2021","01","18","13:00","3.3","","-4.6","","56","","0.0","","30","","23","","","","94.42","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 14:00","2021","01","18","14:00","3.5","","-4.6","","55","","0.0","","30","","23","","","","94.45","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 15:00","2021","01","18","15:00","3.6","","-4.9","","54","","0.0","","30","","22","","","","94.49","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 16:00","2021","01","18","16:00","3.1","","-4.8","","56","","0.0","","30","","16","","","","94.54","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 17:00","2021","01","18","17:00","2.2","","-5.1","","58","","0.0","","30","","15","","","","94.62","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 18:00","2021","01","18","18:00","1.4","","-5.5","","60","","0.0","","31","","17","","","","94.65","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 19:00","2021","01","18","19:00","1.0","","-5.9","","60","","0.0","","30","","15","","","","94.66","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 20:00","2021","01","18","20:00","0.4","","-6.2","","61","","0.0","","30","","11","","","","94.67","","","","","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 21:00","2021","01","18","21:00","-0.8","","-6.6","","65","","0.0","","29","","8","","","","94.67","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 22:00","2021","01","18","22:00","-2.7","","-7.0","","72","","0.0","","27","","4","","","","94.63","","","","-4","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-18 23:00","2021","01","18","23:00","-2.9","","-7.7","","69","","0.0","","24","","7","","","","94.60","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 00:00","2021","01","19","00:00","-5.3","","-8.7","","77","","0.0","","21","","4","","","","94.55","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 01:00","2021","01","19","01:00","-4.2","","-8.5","","72","","0.0","","22","","5","","","","94.48","","","","-6","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 02:00","2021","01","19","02:00","-5.1","","-8.8","","75","","0.0","","22","","4","","","","94.36","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 03:00","2021","01","19","03:00","-4.9","","-9.0","","73","","0.0","","22","","5","","","","94.23","","","","-7","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 04:00","2021","01","19","04:00","-3.8","","-9.1","","66","","0.0","","23","","10","","","","94.11","","","","-8","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 05:00","2021","01","19","05:00","-4.0","","-9.6","","65","","0.0","","20","","15","","","","93.91","","","","-9","","NA"
"-113.52","53.57","EDMONTON BLATCHFORD","3012209","2021-01-19 06:00","2021","01","19","06:00","-4.4","","-9.5","","68","","0.0","","23","","10","","","","93.79","","","","-9","","NA"
